40000162449                     0             LSYHKAAA8AK008704376560         ITopicAzulEscolar16L-4P-Longa-GNV-                                               2012022020110223	AR                                                                                                      
40000162448                     0             LKHPC2CG2BAL84127681760         ITownerPrataPickupJRCD                                                           2012081020110816	245722
40000162448                     0             LKHPC2CG7BAL84124681803         ITownerPrataPickupJRCD                                                           2012082020110826	245722
40000162448                     0             LKHPC2CG0BAL84126681804         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG4BAL84128681805         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG6BAL84129682069         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG4BAL84131682070         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CGXBAL84134683949         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG3BAL84136683951         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG5BAL84137683953         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG6BAL84132683948         ITownerPrataPickupJRCD                                                           2012022020110222	245722
40000162448                     0             LKHPC2CG8BAL84133685784         ITownerPrataPickupJRCD                                                           2012032020110322	245722
40000162448                     0             LKHPC2CG7BAL84138691073         ITownerPrataPickupJRCD                                                           2012032020110325	245722
40000162448                     0             LKHPC2CG3BAL84119691077         ITownerPrataPickupJRCD                                                           2012033020110331	245722
40000162448                     0             LKHPC2CG3BAL84184695106         ITownerPrataPickupJRCD                                                           2012042020110429	245722
40000162448                     0             LKHPC2CG9BAL84190695107         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CGXBAL84182695120         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CGXBAL84196694340         ITownerPrataPickupJRCD                                                           2012022020110224	245722
40000162448                     0             LKHPC2CG4BAL84064694341         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG0BAL84188695095         ITownerPrataPickupJRCD                                                           2012011020110110	245722
40000162448                     0             LKHPC2CG9BAL84187695104         ITownerPrataPickupJRCD                                                           2012011020110110	245722
40000162448                     0             LKHPC2CG8BAL84150695105         ITownerPrataPickupJRCD                                                           2012011020110111	245722
40000162448                     0             LKHPC2CG4BAL84114695117         ITownerPrataPickupJRCD                                                           2012011020110111	245722
40000162448                     0             LKHPC2CG1BAL84135695118         ITownerPrataPickupJRCD                                                           2012011020110119	245722
40000162448                     0             LKHPC2CG8BAL84181695119         ITownerPrataPickupJRCD                                                           2012011020110119	245722
40000162448                     0             LKHPC2CG5BAL84185695121         ITownerPrataPickupJRCD                                                           2012011020110119	245722
40000162448                     0             LKHPC2CG7BAL84186695092         ITownerPrataPickupJRCD                                                           2012012020110120	245722
40000162448                     0             LKHPC2CG2BAL84175695093         ITownerPrataPickupJRCD                                                           2012012020110120	245722
40000162448                     0             LKHPC2CG1BAL84183695094         ITownerPrataPickupJRCD                                                           2012012020110120	245722
40000162448                     0             LKHPC2CG3BAL84010694332         ITownerPrataPickupJRCD                                                           2012012020110126	245722
40000162448                     0             LKHPC2CG8BAL84195700387         ITownerPrataPickupJRCD                                                           2012012020110126	245722
40000162448                     0             LKHPC2CG5BAL83960700388         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CG7BAL83961699661         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CGXBAL84151706221         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CG2BAL84192732994         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CG2BAL84189743949         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CG8BAL84245743952         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CG6BAL83952745085         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CG8BAL84200745034         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CGXBAL84070747461         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG7BAL84060747462         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG1BAL84071747463         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG3BAL84072747464         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG5BAL84073753760         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG9BAL84075760887         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG4BAL84050753759         ITownerPrataPickupJRCD                                                           2012020720110207	245722
40000162448                     0             LKHPC2CG0BAL84076753761         ITownerPrataPickupJRCD                                                           2012021020110217	245722
40000162448                     0             LKHPC2CG2BAL84077769399         ITownerPrataPickupJRCD                                                           2012021020110217	245722
40000162448                     0             LKHPC2CG4BAL84078770349         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG6BAL84051779144         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG4BAL84047779142         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG6BAL84082781080         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG6BAL84079781079         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG8BAL84083781081         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CGXBAL84084781082         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG1BAL84085781083         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG3BAL84086787291         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG5BAL84087787292         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG2BAL84080787337         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG7BAL84088791936         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG4BAL84016793976         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG8BAL84018798908         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG8BAL84021798910         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG9BAL84027798906         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG3BAL84024798907         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CGXBAL84019798909         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG0BAL83980805820         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CGXBAL84022805852         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG9BAL84030805848         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG0BAL84028805824         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG2BAL84029805851         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG0BAL84059799628         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG2BAL84015799626         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG9BAL84089799629         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG8BAL84052811375         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG4BAL84033811365         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG8BAL84035811367         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG5BAL84025811368         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG9BAL84013811370         ITownerPrataPickupJRCD                                                           2012091020110915	245722
40000162448                     0             LKHPC2CG6BAL84048811371         ITownerPrataPickupJRCD                                                           2012011020110114	245722
40000162448                     0             LKHPC2CG0BAL84031811373         ITownerPrataPickupJRCD                                                           2012011020110117	245722
40000162448                     0             LKHPC2CG8BAL84049811374         ITownerPrataPickupJRCD                                                           2012011020110119	245722
40000162448                     0             LKHPC2CG5BAL84042811376         ITownerPrataPickupJRCD                                                           2012012020110120	245722
40000162448                     0             LKHPC2CG9BAL84111811379         ITownerPrataPickupJRCD                                                           2012012020110120	245722
40000162448                     0             LKHPC2CG7BAL84026811369         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CGXBAL84067811377         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG1BAL84118811378         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG8BAL84066811357         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG9BAL83959814595         ITownerPrataPickupJRCD                                                           2012020420110204	245722
40000162448                     0             LKHPC2CG0BAL83946814583         ITownerPrataPickupJRCD                                                           2012031020110316	245722
40000162448                     0             LKHPC2CG0BAL84448822806         ITownerPrataPickupJRCD                                                           2012031020110316	245722
40000162448                     0             LKHPC2CG0BAL84451822807         ITownerPrataPickupJRCD                                                           2012031020110316	245722
40000162448                     0             LKHPC2CGXBAL84120822711         ITownerPrataPickupJRCD                                                           2012031020110316	245722
40000162448                     0             LKHPC2CG9BAL84092822713         ITownerPrataPickupJRCD                                                           2012032020110323	245722
40000162448                     0             LKHPC2CGXBAL84117821599         ITownerPrataPickupJRCD                                                           2012033020110331	245722
40000162448                     0             LKHPC2CG0BAL84434822805         ITownerPrataPickupJRCD                                                           2012042020110427	245722
40000162448                     0             LKHPC2CG1BAL84054817388         ITownerPrataPickupJRCD                                                           2012042020110429	245722
40000162448                     0             LKHPC2CG8BAL83953817387         ITownerPrataPickupJRCD                                                           2012050320110503	245722
40000162448                     0             LKHPC2CG3BAL84041822764         ITownerPrataPickupJRCD                                                           2012050320110503	245722
40000162448                     0             LKHPC2CG0BAL84482822854         ITownerPrataPickupJRCD                                                           2012053020110530	245722
40000162448                     0             LKHPC2CG0BAL84465822843         ITownerPrataPickupJRCD                                                           2012062020110620	245722
40000162448                     0             LKHPC2CG0BAL84062822710         ITownerPrataPickupJRCD                                                           2012091020110913	245722
40000162448                     0             LKHPC2CG1BAL84121820157         ITownerPrataPickupJRCD                                                           2012072020110726	245722
40000162448                     0             LKHPC2CG6BAL84034822712         ITownerPrataPickupJRCD                                                           2012072020110726	245722
40000162448                     0             LKHPC2CG1BAL84040820042         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG0BAL84479822844         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG6BAL84017822763         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG1BAL84068822775         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG3BAL84122820041         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG9BAL84061817389         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG5BAL84056817390         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG3BAL84069820043         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG0BAL84112820050         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG4BAL83982820053         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG2BAL84113820051         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG8BAL84116820052         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG0BAL84417822776         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG0BAL84594822862         ITownerPrataPickupJRCD                                                           2012072020110727	245722
40000162448                     0             LKHPC2CG5BAL84123820089         ITownerPrataPickupJRCD                                                           2012072020110728	245722
40000162448                     0             LKHPC2CG1BAL84359821598         ITownerPrataPickupJRCD                                                           2012072020110728	245722
40000162448                     0             LKHPC2CG2BAL83947822787         ITownerPrataPickupJRCD                                                           2012072020110728	245722
40000162448                     0             LKHPC2CG8BAL84357820158         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG6BAL84115835546         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG3BAL84380842689         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG3BAL84363842690         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG2BAL84385842691         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG4BAL84372849381         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG5BAL84350849384         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG5BAL84364849386         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG9BAL84352861489         ITownerPrataPickupJRCD                                                           2012073020110730	245722
40000162448                     0             LKHPC2CG9BAL84349861485         ITownerPrataPickupJRCD                                                           2012073020110730	245722
40000162448                     0             LKHPC2CG0BAL84367861491         ITownerPrataPickupJRCD                                                           2012073020110730	245722
40000162448                     0             LKHPC2CGXBAL84361861490         ITownerPrataPickupJRCD                                                           2012073020110730	245722
40000162448                     0             LKHPC2CG0BAL84370861492         ITownerPrataPickupJRCD                                                           2012081020110810	245722
40000162448                     0             LKHPC2CG0BAL84384861885         ITownerPrataPickupJRCD                                                           2012081020110811	245722
40000162448                     0             LKHPC2CG2BAL84421869497         ITownerPrataPickupJRCD                                                           2012081020110811	245722
40000162448                     0             LKHPC2CG2BAL84452869498         ITownerPrataPickupJRCD                                                           2012081020110816	245722
40000162448                     0             LKHPC2CG3BAL84430869499         ITownerPrataPickupJRCD                                                           2012081020110816	245722
40000162448                     0             LKHPC2CG0BAL84403878870         ITownerPrataPickupJRCD                                                           2012081020110816	245722
40000162448                     0             LKHPC2CG1BAL84376880462         ITownerPrataPickupJRCD                                                           2012081020110816	245722
40000162448                     0             LKHPC2CG4BAL84422880465         ITownerPrataPickupJRCD                                                           2012081020110816	245722
40000162448                     0             LKHPC2CG5BAL84431880466         ITownerPrataPickupJRCD                                                           2012081020110816	245722
40000162448                     0             LKHPC2CG1BAL84460883137         ITownerPrataPickupJRCD                                                           2012081020110816	245722
40000162448                     0             LKHPC2CG5BAL84476883135         ITownerPrataPickupJRCD                                                           2012081020110817	245722
40000162448                     0             LKHPC2CG5BAL84459883133         ITownerPrataPickupJRCD                                                           2012082020110822	245722
40000162448                     0             LKHPC2CG1BAL84457883136         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG1BAL84474883138         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG2BAL84466883139         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG3BAL84492883144         ITownerPrataPickupJRCD                                                           2012030420110304	245722
40000162448                     0             LKHPC2CG2BAL84483883140         ITownerPrataPickupJRCD                                                           2012040520110405	245722
40000162448                     0             LKHPC2CG3BAL84458883141         ITownerPrataPickupJRCD                                                           2012042020110429	245722
40000162448                     0             LKHPC2CG4BAL84453883145         ITownerPrataPickupJRCD                                                           2012050520110505	245722
40000162448                     0             LKHPC2CG3BAL84475883142         ITownerPrataPickupJRCD                                                           2012051020110517	245722
40000162448                     0             LKHPC2CG4BAL84484883146         ITownerPrataPickupJRCD                                                           2012052020110520	245722
40000162448                     0             LKHPC2CG4BAL84498887674         ITownerPrataPickupJRCD                                                           2012082020110824	245722
40000162448                     0             LKHPC2CG6BAL84468887676         ITownerPrataPickupJRCD                                                           2012082020110824	245722
40000162448                     0             LKHPC2CG8BAL84472887725         ITownerPrataPickupJRCD                                                           2012082020110829	245722
40000162448                     0             LKHPC2CG6BAL84454887675         ITownerPrataPickupJRCD                                                           2012082020110829	245722
40000162448                     0             LKHPC2CG6BAL84471887677         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG6BAL84440887679         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG9BAL84464891814         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG9BAL84495895890         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CGXBAL84456899898         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CGXBAL84490899899         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG0BAL84496901714         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG8BAL84410901715         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG8BAL84455901716         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG8BAL84486923859         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG5BAL84591923930         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG2BAL84600922023         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG3BAL84573922024         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG4BAL84579922028         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG2BAL84578922022         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG8BAL84584926693         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG3BAL84590922026         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG0BAL84577923856         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG1BAL84569923858         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG2BAL84399924728         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG6BAL84583923973         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG7BAL84589923975         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG2BAL84354924726         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG9BAL84481924669         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG8BAL84469924671         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG7BAL84463923854         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG8BAL84438926692         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG3BAL84587922025         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG7BAL84494923855         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG0BAL84580923857         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG6BAL84373923853         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG4BAL84596923928         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG5BAL84588923929         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG3BAL84394928919         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG7BAL84575923974         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG7BAL84592923976         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG3BAL84461924670         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG7BAL84480926715         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG8BAL84441926719         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG4BAL84582923927         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG2BAL84404928918         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG5BAL84400943731         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG7BAL84401943770         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG4BAL84405943729         ITownerPrataPickupJRCD                                                           2012090620110906	245722
40000162448                     0             LKHPC2CG9BAL84402943817         ITownerPrataPickupJRCD                                                           2012090620110906	245722
40000162448                     0             LKHPC2CG9BAL84397943815         ITownerPrataPickupJRCD                                                           2012090920110909	245722
40000162448                     0             LKHPC2CG2BAL84595944099         ITownerPrataPickupJRCD                                                           2012090920110909	245722
40000162448                     0             LKHPC2CG3BAL84377100382         ITownerPrataPickupJRCD                                                           2012090920110909	245722
40000162448                     0             LKHPC2CG3BAL84508100489         ITownerPrataPickupJRCD                                                           2012091020110913	245722
40000162448                     0             LKHPC2CG4BAL84369100489         ITownerPrataPickupJRCD                                                           2012091020110913	245722
40000162448                     0             LKHPC2CG3BAL84489100489         ITownerPrataPickupJRCD                                                           2012091020110913	245722
40000162448                     0             LKHPC2CG4BAL84386100490         ITownerPrataPickupJRCD                                                           2012022020110228	245722
40000162448                     0             LKHPC2CG2BAL84368100050         ITownerPrataPickupJRCD                                                           2012031020110310	245722
40000162448                     0             LKHPC2CG5BAL84381100490         ITownerPrataPickupJRCD                                                           2012051020110518	245722
40000162448                     0             LKHPC2CG5BAL84378100490         ITownerPrataPickupJRCD                                                           2012053020110530	245722
40000162448                     0             LKHPC2CG2BAL84371100050         ITownerPrataPickupJRCD                                                           2012072020110728	245722
40000162448                     0             LKHPC2CG8BAL84388100056         ITownerPrataPickupJRCD                                                           2012072020110728	245722
40000162448                     0             LKHPC2CG1BAL84393100058         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG5BAL84607103422         ITownerPrataPickupJRCD                                                           2012072020110729	245722
40000162448                     0             LKHPC2CG1BAL84426103426         ITownerPrataPickupJRCD                                                           2012080420110804	245722
40000162448                     0             LKHPC2CG6BAL84406103422         ITownerPrataPickupJRCD                                                           2012083020110830	245722
40000162448                     0             LKHPC2CG5BAL84395109634         ITownerPrataPickupJRCD                                                           2012083020110831	245722
40000162448                     0             LKHPC2CG8BAL84374110901         ITownerPrataPickupJRCD                                                           2012091020110913	245722
40000162448                     0             LKHPC2CG9BAL84593112564         ITownerPrataPickupJRCD                                                           2012011020110114	245722
40000162448                     0             LKHPC2CG9BAL84383110901         ITownerPrataPickupJRCD                                                           2012011020110114	245722
40000162448                     0             LKHPC2CGXBAL84375110901         ITownerPrataPickupJRCD                                                           2012011020110114	245722
40000162448                     0             LKHPC2CGXBAL84389110902         ITownerPrataPickupJRCD                                                           2012011020110114	245722
40000162448                     0             LKHPC2CG8BAL84391110901         ITownerPrataPickupJRCD                                                           2012011020110114	245722
40000162448                     0             LKHPC2CGXBAL84408112489         ITownerPrataPickupJRCD                                                           2012012020110120	245722
40000162448                     0             LKHPC2CGXBAL84392112489         ITownerPrataPickupJRCD                                                           2012012020110125	245722
40000162448                     0             LKHPC2CG9BAL82889112871         ITownerPrataPickupJRCD                                                           2012012020110126	245722
40000162448                     0             LKHPC2CGXBAL84585112871         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CG2BAL84435113134         ITownerPrataPickupJRCD                                                           2012012020110128	245722
40000162448                     0             LKHPC2CG2BAL84497113134         ITownerPrataPickupJRCD                                                           2012012020110129	245722
40000162448                     0             LKHPC2CG9BAL85176117140         ITownerPrataPickupJRCD                                                           2012012020110129	245722
40000162448                     0             LKHPC2CG5BAL84493116504         ITownerPrataPickupJRCD                                                           2012012020110129	245722
40000162448                     0             LKHPC2CG6BAL84597116590         ITownerPrataPickupJRCD                                                           2012012020110129	245722
40000162448                     0             LKHPC2CG2BAL84502114223         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG5BAL84462116504         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG7BAL84396116517         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG5BAL85191117129         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG8BAL85184117129         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG6BAL85183117424         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG5BAL85188117652         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG1BAL85186117652         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG7BAL85175117652         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG3BAL85187117825         ITownerPrataPickupJRCD                                                           2012013020110131	245722
40000162448                     0             LKHPC2CG4BAL85182117825         ITownerPrataPickupJRCD                                                           2012013020110131	245722
